SampleID	ASgene	ASID	AStype
TCGA_W5_AA2X	MLXIPL	79989	AA
TCGA_4G_AAZT	MLXIPL	79990	ES
TCGA_W5_AA2G	MLXIPL	79990	ES
TCGA_W5_AA2H	MLXIPL	79990	ES
TCGA_W5_AA2O	MLXIPL	79990	ES
TCGA_W5_AA2R	MLXIPL	79990	ES
TCGA_W5_AA31	MLXIPL	79990	ES
TCGA_W5_AA38	MLXIPL	79990	ES
TCGA_W5_AA39	MLXIPL	79990	ES
TCGA_4G_AAZT	MLXIPL	79991	ES
TCGA_W5_AA2O	MLXIPL	79991	ES
TCGA_W5_AA2R	MLXIPL	79991	ES
TCGA_W5_AA31	MLXIPL	79991	ES
TCGA_W5_AA38	MLXIPL	79991	ES
TCGA_W5_AA39	MLXIPL	79991	ES
TCGA_W5_AA2X	MLXIPL	79992	AA
TCGA_ZH_A8Y8	MLXIPL	79992	AA
TCGA_3X_AAVB	WBSCR22	79996	AT
TCGA_4G_AAZO	WBSCR22	79996	AT
TCGA_ZU_A8S4	WBSCR22	79996	AT
TCGA_W5_AA38	WBSCR22	80012	AD
TCGA_3X_AAV9	WBSCR22	80013	AD
TCGA_W5_AA39	WBSCR22	80014	AD
TCGA_3X_AAVB	ABHD11	80026	ES
TCGA_3X_AAVC	ABHD11	80026	ES
TCGA_W5_AA39	ABHD11	80026	ES
TCGA_ZU_A8S4	ABHD11	80026	ES
TCGA_3X_AAVB	ABHD11	80027	ES
TCGA_W5_AA2R	ABHD11	80027	ES
TCGA_ZU_A8S4	ABHD11	80027	ES
TCGA_W5_AA2H	ABHD11	80031	AA
TCGA_W5_AA2O	ABHD11	80031	AA
TCGA_W5_AA2X	ABHD11	80031	AA
TCGA_W5_AA2O	WBSCR27	80036	ES
TCGA_W5_AA2Z	WBSCR27	80036	ES
TCGA_W5_AA34	ELN	80040	ES
TCGA_4G_AAZO	ELN	80041	AD
TCGA_W5_AA33	ELN	80041	AD
TCGA_W6_AA0S	ELN	80041	AD
TCGA_4G_AAZO	ELN	80042	ES
TCGA_W5_AA2X	ELN	80042	ES
TCGA_W5_AA38	ELN	80042	ES
TCGA_ZH_A8Y2	ELN	80042	ES
TCGA_ZH_A8Y4	ELN	80042	ES
TCGA_W5_AA2T	ELN	80043	AA
TCGA_W5_AA2W	ELN	80043	AA
TCGA_W5_AA38	ELN	80043	AA
TCGA_W6_AA0S	ELN	80043	AA
TCGA_ZH_A8Y4	ELN	80043	AA
TCGA_W5_AA2X	ELN	80047	ES
TCGA_3X_AAVB	ELN	80048	ES
TCGA_W5_AA2Q	ELN	80048	ES
TCGA_W5_AA2W	ELN	80048	ES
TCGA_W5_AA30	ELN	80048	ES
TCGA_ZH_A8Y2	ELN	80048	ES
TCGA_W5_AA2I	ELN	80049	AD
TCGA_W5_AA39	ELN	80049	AD
TCGA_W5_AA2Q	ELN	80049	AD
TCGA_W5_AA2T	ELN	80049	AD
TCGA_W5_AA31	ELN	80049	AD
TCGA_ZH_A8Y8	ELN	80049	AD
TCGA_W5_AA2T	ELN	80050	ES
TCGA_W5_AA2X	ELN	80050	ES
TCGA_ZH_A8Y4	ELN	80050	ES
TCGA_W5_AA2T	ELN	80051	ES
TCGA_ZH_A8Y2	ELN	80051	ES
TCGA_ZH_A8Y5	ELN	80051	ES
TCGA_YR_A95A	ELN	80052	AA
TCGA_ZH_A8Y4	ELN	80052	AA
TCGA_4G_AAZT	ELN	80054	ES
TCGA_W5_AA2I	ELN	80054	ES
TCGA_W5_AA2Q	ELN	80054	ES
TCGA_WD_A7RX	ELN	80054	ES
TCGA_ZH_A8Y1	ELN	80054	ES
TCGA_ZH_A8Y2	ELN	80055	ES
TCGA_W5_AA2T	ELN	80057	ES
TCGA_W5_AA31	ELN	80057	ES
TCGA_W5_AA36	ELN	80057	ES
TCGA_YR_A95A	ELN	80057	ES
TCGA_3X_AAVB	ELN	80058	AD
TCGA_3X_AAVE	ELN	80058	AD
TCGA_W5_AA2R	ELN	80058	AD
TCGA_W5_AA30	ELN	80058	AD
TCGA_W6_AA0S	ELN	80058	AD
TCGA_ZH_A8Y4	ELN	80058	AD
TCGA_W5_AA2T	LIMK1	80062	AA
TCGA_W5_AA39	EIF4H	80063	ES
TCGA_W5_AA2X	LAT2	80064	AT
TCGA_YR_A95A	LAT2	80064	AT
TCGA_ZH_A8Y6	LAT2	80064	AT
TCGA_W5_AA2X	LAT2	80065	AT
TCGA_YR_A95A	LAT2	80065	AT
TCGA_ZH_A8Y6	LAT2	80065	AT
TCGA_3X_AAVA	LAT2	80066	ES
TCGA_3X_AAVE	LAT2	80066	ES
TCGA_W5_AA31	LAT2	80066	ES
TCGA_ZD_A8I3	RFC2	80073	ES
TCGA_4G_AAZT	RFC2	80075	ES
TCGA_3X_AAVE	RFC2	80076	ES
TCGA_4G_AAZT	RFC2	80076	ES
TCGA_W5_AA2T	RFC2	80076	ES
TCGA_W5_AA2X	RFC2	80076	ES
TCGA_YR_A95A	RFC2	80076	ES
TCGA_W5_AA2I	CLIP2	80079	ES
TCGA_ZH_A8Y6	GTF2IRD1	80082	RI
TCGA_4G_AAZO	GTF2I	80085	AT
TCGA_ZU_A8S4	GTF2I	80085	AT
TCGA_4G_AAZO	GTF2I	80086	AT
TCGA_ZU_A8S4	GTF2I	80086	AT
TCGA_W5_AA39	GTF2I	80087	ES
TCGA_YR_A95A	GTF2I	80087	ES
TCGA_W5_AA2I	GTF2I	80088	ES
TCGA_3X_AAVA	GTF2IRD2	80093	AT
TCGA_W5_AA38	GTF2IRD2	80094	ES
TCGA_3X_AAV9	GTF2IRD2	80095	ES
TCGA_W5_AA2R	GTF2IRD2	80095	ES
TCGA_ZH_A8Y5	GTF2IRD2	80095	ES
TCGA_ZH_A8Y6	WBSCR16	80099	AT
TCGA_ZH_A8Y6	WBSCR16	80100	AT
TCGA_3X_AAVA	WBSCR16	80101	AT
TCGA_W5_AA2I	WBSCR16	80101	AT
TCGA_W5_AA36	WBSCR16	80101	AT
TCGA_WD_A7RX	WBSCR16	80101	AT
TCGA_ZH_A8Y5	WBSCR16	80101	AT
TCGA_W5_AA2X	GTF2IRD2B	80102	AP
TCGA_ZD_A8I3	GTF2IRD2B	80102	AP
TCGA_W5_AA2X	GTF2IRD2B	80103	AP
TCGA_ZD_A8I3	GTF2IRD2B	80103	AP
TCGA_W5_AA2Q	TRIM73	80112	AP
TCGA_W5_AA2W	TRIM73	80112	AP
TCGA_W5_AA31	TRIM73	80112	AP
TCGA_W5_AA39	TRIM73	80112	AP
TCGA_ZH_A8Y5	TRIM73	80112	AP
TCGA_W5_AA2Q	TRIM73	80113	AP
TCGA_W5_AA2W	TRIM73	80113	AP
TCGA_W5_AA31	TRIM73	80113	AP
TCGA_W5_AA38	TRIM73	80113	AP
TCGA_W5_AA39	TRIM73	80113	AP
TCGA_ZH_A8Y5	TRIM73	80113	AP
TCGA_4G_AAZT	TRIM73	80115	AT
TCGA_4G_AAZT	TRIM73	80116	AT
TCGA_4G_AAZT	HIP1	80120	ES
TCGA_W5_AA2H	HIP1	80120	ES
TCGA_W5_AA36	HIP1	80120	ES
TCGA_YR_A95A	HIP1	80120	ES
TCGA_W5_AA2G	HIP1	80120	ES
TCGA_ZD_A8I3	HIP1	80120	ES
TCGA_ZH_A8Y2	HIP1	80120	ES
TCGA_W5_AA30	RHBDD2	80128	ES
TCGA_W5_AA2I	POR	80131	AP
TCGA_YR_A95A	POR	80131	AP
TCGA_W5_AA2I	POR	80133	AP
TCGA_YR_A95A	POR	80133	AP
TCGA_W5_AA2W	POR	80134	AT
TCGA_W5_AA2W	POR	80135	AT
TCGA_W5_AA2Q	POR	80136	RI
TCGA_YR_A95A	POR	80136	RI
TCGA_W5_AA2H	POR	80137	RI
TCGA_W5_AA2Q	POR	80138	AA
TCGA_4G_AAZT	POR	80140	ES
TCGA_W5_AA2U	POR	80140	ES
TCGA_W5_AA2X	POR	80140	ES
TCGA_W5_AA34	POR	80140	ES
TCGA_YR_A95A	POR	80140	ES
TCGA_ZH_A8Y1	POR	80140	ES
TCGA_ZH_A8Y5	POR	80140	ES
TCGA_W5_AA2Q	POR	80141	ES
TCGA_ZH_A8Y1	POR	80141	ES
TCGA_ZH_A8Y2	POR	80141	ES
TCGA_3X_AAVB	POR	80143	ES
TCGA_3X_AAVE	POR	80143	ES
TCGA_W5_AA31	POR	80143	ES
TCGA_W5_AA38	POR	80143	ES
TCGA_ZH_A8Y2	POR	80143	ES
TCGA_ZH_A8Y4	POR	80143	ES
TCGA_ZH_A8Y5	POR	80143	ES
TCGA_W5_AA2R	POR	80144	AD
TCGA_YR_A95A	POR	80144	AD
TCGA_W5_AA2W	POR	80145	AD
TCGA_W6_AA0S	POR	80145	AD
TCGA_WD_A7RX	POR	80145	AD
TCGA_YR_A95A	POR	80145	AD
TCGA_W5_AA30	TMEM120A	80146	ES
TCGA_ZH_A8Y4	STYXL1	80147	AT
TCGA_ZH_A8Y4	STYXL1	80148	AT
TCGA_3X_AAVA	STYXL1	80157	AD
TCGA_W5_AA2H	MDH2	80158	AT
TCGA_W5_AA2H	MDH2	80159	AT
TCGA_W5_AA2Q	HSPB1	80165	RI
TCGA_4G_AAZO	HSPB1	80166	RI
TCGA_W5_AA2H	HSPB1	80166	RI
TCGA_W5_AA2X	HSPB1	80166	RI
TCGA_ZH_A8Y8	HSPB1	80166	RI
TCGA_W5_AA2H	HSPB1	80167	AD
TCGA_W5_AA2Q	HSPB1	80167	AD
TCGA_ZH_A8Y8	HSPB1	80167	AD
TCGA_4G_AAZT	DTX2	80174	ES
TCGA_3X_AAV9	DTX2	80175	ES
TCGA_4G_AAZO	DTX2	80175	ES
TCGA_W5_AA2H	DTX2	80175	ES
TCGA_W5_AA34	DTX2	80175	ES
TCGA_W5_AA36	DTX2	80175	ES
TCGA_YR_A95A	DTX2	80175	ES
TCGA_W5_AA33	DTX2	80175	ES
TCGA_3X_AAV9	DTX2	80176	ES
TCGA_4G_AAZT	DTX2	80176	ES
TCGA_W5_AA33	DTX2	80176	ES
TCGA_W5_AA39	DTX2	80177	ES
TCGA_3X_AAV9	DTX2	80180	ES
TCGA_3X_AAVA	DTX2	80180	ES
TCGA_4G_AAZO	DTX2	80180	ES
TCGA_W5_AA2O	UPK3B	80182	AT
TCGA_W5_AA36	UPK3B	80182	AT
TCGA_W5_AA2O	UPK3B	80183	AT
TCGA_W5_AA36	UPK3B	80183	AT
TCGA_W5_AA39	POMZP3	80186	ES
TCGA_W5_AA31	GSAP	80189	AP
TCGA_W5_AA38	GSAP	80189	AP
TCGA_YR_A95A	GSAP	80189	AP
TCGA_ZD_A8I3	GSAP	80189	AP
TCGA_ZH_A8Y2	GSAP	80189	AP
TCGA_W5_AA31	GSAP	80190	AP
TCGA_W5_AA38	GSAP	80190	AP
TCGA_YR_A95A	GSAP	80190	AP
TCGA_ZD_A8I3	GSAP	80190	AP
TCGA_ZH_A8Y2	GSAP	80190	AP
TCGA_4G_AAZO	GSAP	80194	ES
TCGA_W5_AA2H	GSAP	80194	ES
TCGA_W5_AA2R	GSAP	80194	ES
TCGA_W5_AA2T	GSAP	80194	ES
TCGA_W5_AA2X	GSAP	80194	ES
TCGA_ZH_A8Y1	GSAP	80194	ES
TCGA_ZH_A8Y4	GSAP	80194	ES
TCGA_ZU_A8S4	GSAP	80194	ES
TCGA_YR_A95A	PTPN12	80196	AP
TCGA_YR_A95A	PTPN12	80197	AP
TCGA_4G_AAZO	PTPN12	80200	ES
TCGA_W6_AA0S	PTPN12	80200	ES
TCGA_WD_A7RX	PTPN12	80200	ES
TCGA_YR_A95A	PTPN12	80200	ES
TCGA_W5_AA36	PTPN12	80201	ES
TCGA_W5_AA39	PTPN12	80201	ES
TCGA_W5_AA2O	RSBN1L	80202	AP
TCGA_W5_AA34	RSBN1L	80202	AP
TCGA_ZU_A8S4	RSBN1L	80202	AP
TCGA_W5_AA2O	RSBN1L	80203	AP
TCGA_W5_AA34	RSBN1L	80203	AP
TCGA_ZU_A8S4	RSBN1L	80203	AP
TCGA_4G_AAZO	PHTF2	80206	AT
TCGA_4G_AAZO	PHTF2	80208	AT
TCGA_W5_AA36	PHTF2	80208	AT
TCGA_W5_AA2H	PHTF2	80209	ES
TCGA_W5_AA2O	PHTF2	80209	ES
TCGA_YR_A95A	PHTF2	80209	ES
TCGA_3X_AAVB	MAGI2	80214	AT
TCGA_4G_AAZT	MAGI2	80214	AT
TCGA_3X_AAVB	MAGI2	80215	AT
TCGA_4G_AAZT	MAGI2	80215	AT
TCGA_3X_AAVB	MAGI2	80218	ES
TCGA_W5_AA2I	MAGI2	80218	ES
TCGA_W5_AA2W	MAGI2	80218	ES
TCGA_W5_AA31	MAGI2	80218	ES
TCGA_W5_AA33	MAGI2	80218	ES
TCGA_W6_AA0S	MAGI2	80218	ES
TCGA_ZH_A8Y4	MAGI2	80218	ES
TCGA_ZH_A8Y6	MAGI2	80218	ES
TCGA_W5_AA2X	GNAI1	80219	AP
TCGA_W5_AA38	GNAI1	80219	AP
TCGA_W5_AA2X	GNAI1	80220	AP
TCGA_W5_AA38	GNAI1	80220	AP
TCGA_3X_AAVC	SEMA3C	80238	AT
TCGA_W5_AA2W	SEMA3C	80238	AT
TCGA_W5_AA2X	SEMA3C	80238	AT
TCGA_W5_AA2Z	SEMA3C	80238	AT
TCGA_W5_AA33	SEMA3C	80238	AT
TCGA_ZH_A8Y1	SEMA3C	80238	AT
TCGA_3X_AAVC	SEMA3C	80240	AT
TCGA_W5_AA2W	SEMA3C	80240	AT
TCGA_W5_AA2X	SEMA3C	80240	AT
TCGA_W5_AA2Z	SEMA3C	80240	AT
TCGA_W5_AA33	SEMA3C	80240	AT
TCGA_ZH_A8Y1	SEMA3C	80240	AT
TCGA_ZH_A8Y4	HGF	80246	AT
TCGA_ZU_A8S4	HGF	80247	AT
TCGA_3X_AAVC	HGF	80249	AT
TCGA_W5_AA2H	HGF	80249	AT
TCGA_W6_AA0S	HGF	80249	AT
TCGA_ZD_A8I3	HGF	80249	AT
TCGA_3X_AAVB	CACNA2D1	80254	AT
TCGA_W5_AA2H	CACNA2D1	80254	AT
TCGA_W5_AA2O	CACNA2D1	80254	AT
TCGA_W5_AA30	CACNA2D1	80254	AT
TCGA_3X_AAVB	CACNA2D1	80255	AT
TCGA_W5_AA2H	CACNA2D1	80255	AT
TCGA_W5_AA2O	CACNA2D1	80255	AT
TCGA_W5_AA30	CACNA2D1	80255	AT
TCGA_W5_AA30	PCLO	80262	AT
TCGA_W5_AA33	PCLO	80262	AT
TCGA_W5_AA2G	SEMA3D	80274	AT
TCGA_W5_AA2H	SEMA3D	80274	AT
TCGA_W5_AA2U	SEMA3D	80274	AT
TCGA_W5_AA2X	SEMA3D	80274	AT
TCGA_W5_AA31	SEMA3D	80274	AT
TCGA_W5_AA2G	SEMA3D	80275	AT
TCGA_W5_AA2H	SEMA3D	80275	AT
TCGA_W5_AA2U	SEMA3D	80275	AT
TCGA_W5_AA2X	SEMA3D	80275	AT
TCGA_W5_AA31	SEMA3D	80275	AT
TCGA_3X_AAVC	DMTF1	80288	AP
TCGA_W5_AA30	DMTF1	80288	AP
TCGA_W5_AA39	DMTF1	80288	AP
TCGA_YR_A95A	DMTF1	80288	AP
TCGA_3X_AAVC	DMTF1	80289	AP
TCGA_W5_AA30	DMTF1	80289	AP
TCGA_W5_AA39	DMTF1	80289	AP
TCGA_YR_A95A	DMTF1	80289	AP
TCGA_3X_AAV9	DMTF1	80294	ES
TCGA_4G_AAZT	DMTF1	80294	ES
TCGA_W5_AA34	DMTF1	80294	ES
TCGA_W5_AA36	DMTF1	80294	ES
TCGA_W5_AA2I	DMTF1	80294	ES
TCGA_W5_AA33	DMTF1	80294	ES
TCGA_ZD_A8I3	DMTF1	80294	ES
TCGA_3X_AAV9	DMTF1	80295	ES
TCGA_4G_AAZT	DMTF1	80295	ES
TCGA_W5_AA2I	DMTF1	80295	ES
TCGA_W5_AA33	DMTF1	80295	ES
TCGA_ZD_A8I3	DMTF1	80295	ES
TCGA_3X_AAVA	DMTF1	80297	AA
TCGA_4G_AAZT	DMTF1	80297	AA
TCGA_W5_AA34	DMTF1	80297	AA
TCGA_W5_AA36	DMTF1	80297	AA
TCGA_W5_AA38	DMTF1	80297	AA
TCGA_3X_AAVA	DMTF1	80298	AA
TCGA_4G_AAZT	DMTF1	80298	AA
TCGA_WD_A7RX	DMTF1	80299	AA
TCGA_3X_AAVA	DMTF1	80303	AA
TCGA_W5_AA2H	DMTF1	80303	AA
TCGA_W5_AA34	DMTF1	80303	AA
TCGA_WD_A7RX	DMTF1	80303	AA
TCGA_ZD_A8I3	DMTF1	80303	AA
TCGA_ZH_A8Y8	DMTF1	80303	AA
TCGA_W6_AA0S	DMTF1	80304	ES
TCGA_W5_AA2X	DMTF1	80307	ES
TCGA_W5_AA2H	DMTF1	80313	ES
TCGA_W5_AA38	DMTF1	80313	ES
TCGA_YR_A95A	DMTF1	80313	ES
TCGA_ZU_A8S4	DMTF1	80313	ES
TCGA_W5_AA39	TMEM243	80317	AT
TCGA_W5_AA39	TMEM243	80318	AT
TCGA_3X_AAVB	CROT	80320	AP
TCGA_W5_AA2Q	CROT	80320	AP
TCGA_W5_AA2W	CROT	80320	AP
TCGA_W5_AA2Z	CROT	80320	AP
TCGA_W5_AA31	CROT	80320	AP
TCGA_3X_AAVB	CROT	80321	AP
TCGA_W5_AA2Q	CROT	80321	AP
TCGA_W5_AA2W	CROT	80321	AP
TCGA_W5_AA2Z	CROT	80321	AP
TCGA_W5_AA31	CROT	80321	AP
TCGA_W5_AA2I	CROT	80322	AT
TCGA_W5_AA2O	CROT	80322	AT
TCGA_W5_AA39	CROT	80322	AT
TCGA_ZH_A8Y5	CROT	80322	AT
TCGA_W5_AA39	CROT	80323	AT
TCGA_4G_AAZO	SLC25A40	80342	ES
TCGA_W5_AA2I	SLC25A40	80342	ES
TCGA_W5_AA2Z	SLC25A40	80342	ES
TCGA_W5_AA36	SLC25A40	80342	ES
TCGA_3X_AAV9	ADAM22	80349	AT
TCGA_W5_AA2T	ADAM22	80349	AT
TCGA_W6_AA0S	ADAM22	80349	AT
TCGA_YR_A95A	ADAM22	80349	AT
TCGA_W5_AA2I	ADAM22	80350	AT
TCGA_W5_AA33	ADAM22	80350	AT
TCGA_W5_AA2I	ADAM22	80351	AT
TCGA_W5_AA2T	ADAM22	80351	AT
TCGA_W5_AA33	ADAM22	80351	AT
TCGA_W6_AA0S	ADAM22	80351	AT
TCGA_YR_A95A	ADAM22	80351	AT
TCGA_3X_AAV9	SRI	80354	AP
TCGA_3X_AAVB	SRI	80354	AP
TCGA_W5_AA2X	SRI	80354	AP
TCGA_W5_AA39	SRI	80354	AP
TCGA_W6_AA0S	SRI	80354	AP
TCGA_3X_AAV9	SRI	80355	AP
TCGA_3X_AAVB	SRI	80355	AP
TCGA_W5_AA2X	SRI	80355	AP
TCGA_W5_AA39	SRI	80355	AP
TCGA_W6_AA0S	SRI	80355	AP
TCGA_W5_AA33	SRI	80356	AT
TCGA_W5_AA33	SRI	80357	AT
TCGA_W5_AA2G	SRI	80358	ES
TCGA_ZD_A8I3	SRI	80359	ES
TCGA_3X_AAV9	STEAP2	80371	AA
TCGA_3X_AAVB	STEAP2	80371	AA
TCGA_3X_AAVC	STEAP2	80371	AA
TCGA_W5_AA2T	STEAP2	80371	AA
TCGA_W6_AA0S	STEAP2	80371	AA
TCGA_ZU_A8S4	STEAP2	80371	AA
TCGA_W5_AA2X	C7orf63	80377	ES
TCGA_W6_AA0S	C7orf63	80377	ES
TCGA_3X_AAVA	GTPBP10	80386	AP
TCGA_4G_AAZT	GTPBP10	80386	AP
TCGA_W5_AA2I	GTPBP10	80386	AP
TCGA_W5_AA2T	GTPBP10	80386	AP
TCGA_W5_AA2W	GTPBP10	80386	AP
TCGA_W5_AA30	GTPBP10	80386	AP
TCGA_ZH_A8Y4	GTPBP10	80386	AP
TCGA_3X_AAVA	GTPBP10	80387	AP
TCGA_4G_AAZT	GTPBP10	80387	AP
TCGA_W5_AA2I	GTPBP10	80387	AP
TCGA_W5_AA2T	GTPBP10	80387	AP
TCGA_W5_AA2W	GTPBP10	80387	AP
TCGA_W5_AA30	GTPBP10	80387	AP
TCGA_ZH_A8Y4	GTPBP10	80387	AP
TCGA_3X_AAVE	GTPBP10	80395	ES
TCGA_4G_AAZO	GTPBP10	80395	ES
TCGA_W5_AA39	GTPBP10	80395	ES
TCGA_W5_AA2Q	GTPBP10	80395	ES
TCGA_W5_AA2X	GTPBP10	80395	ES
TCGA_W5_AA34	GTPBP10	80395	ES
TCGA_3X_AAVB	GTPBP10	80396	ES
TCGA_W5_AA2X	GTPBP10	80396	ES
TCGA_4G_AAZO	CLDN12	80399	AD
TCGA_W5_AA2O	CLDN12	80399	AD
TCGA_W5_AA2W	CLDN12	80399	AD
TCGA_W5_AA30	CLDN12	80399	AD
TCGA_W6_AA0S	CLDN12	80399	AD
TCGA_3X_AAVC	CDK14	80401	AP
TCGA_3X_AAVE	CDK14	80401	AP
TCGA_4G_AAZT	CDK14	80401	AP
TCGA_W5_AA2H	CDK14	80401	AP
TCGA_W5_AA2X	CDK14	80401	AP
TCGA_W5_AA30	CDK14	80401	AP
TCGA_WD_A7RX	CDK14	80401	AP
TCGA_ZD_A8I3	CDK14	80401	AP
TCGA_3X_AAVC	CDK14	80402	AP
TCGA_3X_AAVE	CDK14	80402	AP
TCGA_4G_AAZT	CDK14	80402	AP
TCGA_W5_AA2H	CDK14	80402	AP
TCGA_W5_AA2X	CDK14	80402	AP
TCGA_W5_AA30	CDK14	80402	AP
TCGA_WD_A7RX	CDK14	80402	AP
TCGA_ZD_A8I3	CDK14	80402	AP
TCGA_4G_AAZT	CDK14	80405	ES
TCGA_W5_AA30	CDK14	80405	ES
TCGA_ZD_A8I3	CDK14	80405	ES
TCGA_ZH_A8Y1	CDK14	80405	ES
TCGA_3X_AAVC	AKAP9	80410	AT
TCGA_4G_AAZO	AKAP9	80410	AT
TCGA_W5_AA30	AKAP9	80410	AT
TCGA_W5_AA34	AKAP9	80410	AT
TCGA_ZH_A8Y4	AKAP9	80410	AT
TCGA_ZH_A8Y5	AKAP9	80410	AT
TCGA_ZH_A8Y8	AKAP9	80410	AT
TCGA_3X_AAVC	AKAP9	80411	AT
TCGA_4G_AAZO	AKAP9	80411	AT
TCGA_W5_AA30	AKAP9	80411	AT
TCGA_W5_AA34	AKAP9	80411	AT
TCGA_ZH_A8Y4	AKAP9	80411	AT
TCGA_ZH_A8Y5	AKAP9	80411	AT
TCGA_ZH_A8Y8	AKAP9	80411	AT
TCGA_W5_AA2H	AKAP9	80412	ES
TCGA_W5_AA34	AKAP9	80412	ES
TCGA_YR_A95A	AKAP9	80412	ES
TCGA_W5_AA2I	CYP51A1	80416	AP
TCGA_W5_AA2X	CYP51A1	80416	AP
TCGA_W5_AA2I	CYP51A1	80417	AP
TCGA_W5_AA2X	CYP51A1	80417	AP
TCGA_3X_AAVB	LRRD1	80421	AT
TCGA_4G_AAZO	LRRD1	80421	AT
TCGA_4G_AAZT	LRRD1	80421	AT
TCGA_W5_AA2I	LRRD1	80421	AT
TCGA_3X_AAVB	LRRD1	80422	AT
TCGA_4G_AAZO	LRRD1	80422	AT
TCGA_4G_AAZT	LRRD1	80422	AT
TCGA_W5_AA2I	LRRD1	80422	AT
TCGA_ZD_A8I3	KRIT1	80426	ES
TCGA_ZH_A8Y5	KRIT1	80426	ES
TCGA_WD_A7RX	KRIT1	80429	AD
TCGA_W5_AA2Q	ERVW-1	80431	AP
TCGA_W5_AA2Q	ERVW-1	80432	AP
TCGA_W5_AA2H	PEX1	80437	ES
TCGA_W5_AA2I	PEX1	80437	ES
TCGA_W5_AA2T	PEX1	80437	ES
TCGA_ZH_A8Y5	PEX1	80437	ES
TCGA_3X_AAVB	PEX1	80438	ES
TCGA_4G_AAZT	PEX1	80438	ES
TCGA_W5_AA2U	PEX1	80438	ES
TCGA_W5_AA2X	PEX1	80438	ES
TCGA_W5_AA30	PEX1	80438	ES
TCGA_WD_A7RX	PEX1	80439	ES
TCGA_3X_AAVB	PEX1	80440	ES
TCGA_4G_AAZT	PEX1	80440	ES
TCGA_W5_AA2Z	PEX1	80440	ES
TCGA_W6_AA0S	PEX1	80440	ES
TCGA_WD_A7RX	PEX1	80440	ES
TCGA_ZH_A8Y8	PEX1	80440	ES
TCGA_ZU_A8S4	PEX1	80440	ES
TCGA_4G_AAZT	RBM48	80441	RI
TCGA_3X_AAVE	FAM133B	80444	AD
TCGA_W5_AA39	FAM133B	80444	AD
TCGA_W5_AA2I	FAM133B	80445	AA
TCGA_ZH_A8Y4	FAM133B	80445	AA
TCGA_4G_AAZO	CCDC132	80457	AT
TCGA_4G_AAZT	CCDC132	80464	ES
TCGA_W5_AA2G	CCDC132	80464	ES
TCGA_3X_AAVB	GNGT1	80475	AP
TCGA_3X_AAVC	GNGT1	80475	AP
TCGA_W5_AA2X	GNGT1	80475	AP
TCGA_W6_AA0S	GNGT1	80475	AP
TCGA_ZH_A8Y2	GNGT1	80475	AP
TCGA_3X_AAVB	GNGT1	80476	AP
TCGA_3X_AAVC	GNGT1	80476	AP
TCGA_W5_AA2X	GNGT1	80476	AP
TCGA_W6_AA0S	GNGT1	80476	AP
TCGA_ZH_A8Y2	GNGT1	80476	AP
TCGA_W5_AA2T	BET1	80484	AT
TCGA_W5_AA2T	BET1	80485	AT
TCGA_W5_AA2X	BET1	80485	AT
TCGA_W5_AA2U	BET1	80486	RI
TCGA_W5_AA2Z	CASD1	80490	ES
TCGA_W5_AA30	CASD1	80490	ES
TCGA_ZD_A8I3	CASD1	80490	ES
TCGA_ZH_A8Y4	CASD1	80490	ES
TCGA_W5_AA2X	SGCE	80495	AT
TCGA_W5_AA2X	SGCE	80496	AT
TCGA_W5_AA2W	SGCE	80497	ES
TCGA_ZH_A8Y6	SGCE	80497	ES
TCGA_W5_AA2U	SGCE	80499	ES
TCGA_W5_AA39	SGCE	80499	ES
TCGA_W5_AA38	SGCE	80505	ES
TCGA_3X_AAVE	PON3	80527	AA
TCGA_W5_AA2R	PON3	80528	ES
TCGA_ZD_A8I3	PON3	80528	ES
TCGA_W5_AA2I	PON3	80530	ES
TCGA_W6_AA0S	PON3	80530	ES
TCGA_W6_AA0S	PON3	80531	ES
TCGA_3X_AAVE	PON2	80534	AD
TCGA_W5_AA2W	PON2	80534	AD
TCGA_YR_A95A	PON2	80534	AD
TCGA_W5_AA33	PON2	80536	AD
TCGA_W5_AA39	PON2	80536	AD
TCGA_YR_A95A	PON2	80536	AD
TCGA_3X_AAVC	PON2	80537	AA
TCGA_4G_AAZO	PON2	80537	AA
TCGA_W5_AA39	PON2	80537	AA
TCGA_ZH_A8Y5	PON2	80537	AA
TCGA_3X_AAV9	ASB4	80538	AT
TCGA_3X_AAVB	ASB4	80538	AT
TCGA_3X_AAVC	ASB4	80538	AT
TCGA_W5_AA2G	ASB4	80538	AT
TCGA_W5_AA2U	ASB4	80538	AT
TCGA_W5_AA39	ASB4	80538	AT
TCGA_W6_AA0S	ASB4	80538	AT
TCGA_ZH_A8Y4	ASB4	80538	AT
TCGA_3X_AAV9	ASB4	80539	AT
TCGA_3X_AAVB	ASB4	80539	AT
TCGA_3X_AAVC	ASB4	80539	AT
TCGA_W5_AA2G	ASB4	80539	AT
TCGA_W5_AA2U	ASB4	80539	AT
TCGA_W5_AA39	ASB4	80539	AT
TCGA_W6_AA0S	ASB4	80539	AT
TCGA_ZH_A8Y4	ASB4	80539	AT
TCGA_W5_AA2W	DYNC1I1	80542	AT
TCGA_W5_AA2X	DYNC1I1	80542	AT
TCGA_W5_AA39	DYNC1I1	80542	AT
